reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,reviewTime,overall
A3TOND09136H4A,B0002CZW0Y,David,It works as a pop filter should and is a huge upgrade over my make-shift panty hose pop filter. What else is there to say?,Works as a pop filter should,1384992000,11 21 2013,Good
A1AU5K3JMPS3UQ,B0002CZW0Y,Eric,Pop filter works great. This really eliminated many subtle flaws I had with audio recording. Granted you can make a make-shift pop filter using a hollow ring and nylon. But the adjustable clamp is really...well adjustable so fits many unique mic placement situations. Plus although it is flexible it is also very sturdy so dont worry about and vibration noises coming from this.,Works great,1312243200,08 2 2011,Best
A78J38NU18DDZ,B0002CZW0Y,expert_101,filter works very well and looks professional. only problem i am having is that the clamp seems to work specifically with a mic stand or similar type structure.,works well and looks pro,1403568000,06 24 2014,Good
A18P5I03P4U8AI,B0002CZW0Y,Federico Pacheco Zamora,the thing is that they dont seem to stay! i mean you can change the position of the pop filter by varying the shape of the metallic &#34;arm&#34; but it doesnt stay where you put it. and also the material of the filter is of kinda poor quality. but i think if youre lucky if just might get the job done.,mmm not that pleased,1402358400,06 10 2014,Bad
A362IZKSMV6MA8,B0002CZW0Y,Garot M. Conklin,This works fine although the mount is a bit weird to me... but I see that most are the same.  As a pop filter it works perfectly and I was not able to hear any clarity loss or sound coloring.  Just pop filtering through black pantyhose !! lol,Works Like A Charm,1401235200,05 28 2014,Best
A10HYGDU2NITYQ,B0002CZW0Y,GregoryEEEE,I purchased this after reading the great reviews but like a few of the comments that are on here lately this thing is not good. Looked almost used when it arrived and the gooseneck stand is useless. Does not come even close to being able to hold up the weight of the filter. I would have returned it but I completely destroyed the package getting it open (which oddly had staples holding it closed).,Something Funky Going On,1303171200,04 19 2011,Worst
A3E7O9NSS47TE8,B0002CZW0Y,Gustavo Posada,this little guy has help me record with my Apogee One voices and amps to prevent air-flow shock on diaphragm... wanna have excellent recordings? get one!,very useful!,1368921600,05 19 2013,Good
AD5G39PJUJVJ,B0002CZW0Y,James E. Sink Jimsi777,wind screen is way too big its bulky and to me useless the screen came out was thinking of glueing it back in but went to ebay and bought 2 metal mesh pop filters cheaper that is MUCH better...avoid this!!,Yuck,1368057600,05 9 2013,Worst
A2RI4QE6EO29CA,B0002CZW0Y,J. F. Hindy,Wow the reviews for this thing are a little ridiculous eh? Some people pay for silver and expect gold ;)Okay so I bought this because I do app review videos for a blog and my Blue Snowball mic was picking up the awful pop sounds that this is supposed to filter hard P hard T hard B S and a few others. So I got this. Here are my pros and cons:Pros1. It works. I tested in Sony Vegas pro with and without the filter. The pop sound is completely removed with the filter. Which means it does what it was designed to do. 5-stars. It does not affect voice volume at all just smooths those rough edges in your speech :D2. It looks nice. Attached to my Blue Snowball it looks like a professional product. It doesnt really matter since I work from home and not in a public place but its nice to know I can show it to people and it looks nice3. The clamp bendable arm and everything work appropriately. The clamp is designed to hold onto a bar and not a flat surface. So mounting this to say a desk probably wont be a stable as attached to a round thing like the stem to a mic.4. I dont know why people think this isnt sturdy...I mean youre not going to the local rink and playing hockey with the darn thing. The build quality is quite excellent considering that its 2 fragile screens attached to plastic and metal.Cons1. Its pretty big. I used to shorten the stem on my Blue Snowball and stash it in a cubby hole in my hutch desk for easy storage. I cant do that anymore with this pop filter on it. Now its become a permanent member of the front of my desk.Outside of this thing doubling the space my Snowball takes up I have no complaints about this pop filter. It works well it attaches nicely it does what it is supposed to do it looks nice and the quality is good. This should be the last pop filter I have to buy for a long time.,Good for Home Use,1370822400,06 10 2013,Best
A36C867ZDP30NQ,B0002CZW0Y,John D,Filter is of good size (6) and easily comes apart for changing the fabric (I will probably use panty hose) if it gets torn. Other than that it works so what more can be said,Does Its Job,1297555200,02 13 2011,Best
AQZ7HGW2FF4ED,B0002CZW0Y,John Doe,I ordered this product to use for personal recording and thought...what could possibly go wrong? I ordered it New and it definitely shows signs that it not new. First the package was stapled thats right- STAPLED together in a way in which you could tell the product had been opened. Then to make matters worse there is a hole in one side of the fabric. When I order something new I expect it to be new. Based on this product alone I would not recommend buying from this seller.,Untruthful Seller,1287619200,10 21 2010,Bad
A7TRK2GG6BHWD,B0002CZW0Y,Johnny Pasta Johnny Pasta,What my headline says. It does exactly what its supposed to do. Removes those annoying popping Ps out of your recordings. Until you can afford a Sennheiser condenser microphone that has a built in pop filter than youre going to need this. And the price was right too.,Does Exactly What Its Supposed To Do,1322179200,11 25 2011,Best
A2HTMBKL4KE2JH,B0002CZW0Y,JOHN O.,it keeps the spit off the mic and looks cool when recording - it does great at keeping you mouth off the mic so you dont breath it out and fits great on the stands with easy clamp,it works,1388793600,01 4 2014,Best
A11E4FWMN9BXJD,B0002CZW0Y,Josh Adams Rock Crushes Paper,Yes you can make your own pop filter at home but you dont want to.  Why else would you be reading this?  Besides it wont look this good.Ive purchased three pop filters thus far in the last four months.  The most recent one I purchased was NOT this one.  I wish it was.  I thought Id try something different just to see the differences.  Well I can tell you that there are significant differences between this and some of the others featured here.The bottom clamp on this one features a rubber piece that grips the metal pole that you attach to.  The competitors that Ive tried do not.  If you do not have this rubber piece any clamp will tend to slip down the pole and not grip properly.  This is a huge mistake as this makes using a pop filter on a boom stand impossible.  Fortunately Nady placed this rubber piece on its clamp so this has never been an issue.The only complaint I have is the screen has actually popped out of the plastic ring a couple times.  A single dot of superglue fixed that.Compared to the other pop filters Ive seen and used this one is perfectly suited for any microphone and at a reasonable price you cant beat it.And yes pop filters ARE A MUST with condenser microphones.  Just buy one now save yourself the trouble.,Above average pop filter,1270857600,04 10 2010,Good
A34LQ791ACZ0JC,B0002CZW0Y,karaoke music lover,It does what its supposed to do. Its as well made as most I think. They all look cheap to me unless you get a studio professional grade. The screen pops out easily but it will pop back in. It works well for my home recording.,Decent Pop Filter,1258502400,11 18 2009,Good
A39JMLMY96E8CP,B0002CZW0Y,Keith Weiner,Peter Piper Picked A Pack of Purple Peppers - test passed no &#34;puh&#34; sound to be found on the recording.,Pop B Gone,1392595200,02 17 2014,Best
A26Y7G0VFYUYSL,B0002CZW0Y,Larry Johnson,This is a decent pop filter. It gets the job done but it has a few flaws. It attracts a good amount of dust the screen tends to mess up (which caused me to tear the first screen) & the goose neck tends to unwrap its self out of place. It also gets shakey so I tend to have to screw it back in. Other than that its a decent pop filter but not for the price. Under $10 wouldve been better. I should have went with something cheaper than $20 *cough cough* the Auphonix pop filter *cough cough* but I will in the future.,It gets the job done. Thats what matters right? Aha....,1404691200,07 7 2014,Average
AKDQ6O42VUK1U,B0002CZW0Y,Loren Shirk,does not stay in place well.,Three Stars,1404691200,07 7 2014,Average
AH4HBHRM707WA,B0002CZW0Y,L Scott LK,I read several reviews of pop filters on Amazon and was surprised by how dissatisfied many were.  Finally I just went with this one and Im pretty happy with it.  It seems quite servicable.  It is a double filter and attaches to my stand well enough.  The arm is just a little weak butit does stay put if you just dont bump it.  I guess there is a balance between stiffness and ease of possitioning it.  I think possitioning it would be a little easier if the arm was just a little stiffer.I can blow on it directly (not quite as hard as blowing out a cake full of candles) and I feel nothing on the other side and hear no wind rumble in my mic.So then Im gonna keep it and use it till it rots or gets lost.,Good Unit- Does the Job,1306454400,05 27 2011,Good
A2XKZS6UXZWK9M,B0002CZW0Y,Lumin,Though Id warn if you dont know about audio this does not mean you can place your mic right in front of you and have the pop filter magically de-esse the whole thing but between the pop filter and a slightly off-center placement it seems to keep the majority of erroneous pops and essess from making an appearance in any way.,Does what it says,1357516800,01 7 2013,Good
A1UMM894XSEO4F,B0002CZW0Y,michaelht1,works very well keeps the popping to a bare minimum easy to install cleans in a flash lightweight and works,microphone filter,1388707200,01 3 2014,Good
A1K45HFFFDNP1A,B0002CZW0Y,P. Bradley,I do a lot of podcasts and dubbing over videos and after using this filter the pop that occurs with Ps and Bs in the voice are basically gone. It makes your audio more professional when you eliminate these annoyances.,Get this for your microphone,1311811200,07 28 2011,Good
A27S1RZ4JF0S3N,B0002CZW0Y,Qian,When you record singing you need this to prevent the pop sound. It is definitely worth it. It also makes you looks professional.,You need it,1313712000,08 19 2011,Best
A3O9JAQME0YOB0,B0002CZW0Y,Robert Biehn,This pop-filter rocks. I like it a lot does well compared to lots of other filters I tried. Its got a nice look too.,Does the job well!,1364515200,03 29 2013,Best
A2N7F3MVCTAOYP,B0002CZW0Y,Ronnie Roper,Use this for home recordings and some voice over recordings for work. I like the long neck on it and its a double filter so you get a tad bit extra. I tested it against my single filter and it did make a difference as expected. It makes sense that if you have an additional layer there it will filter more effectively but I wasnt sure if it would effect tone or highs and I didnt notice either effected.,Great pop filter with long neck,1346284800,08 30 2012,Best
A2V9R0KCU8X6EH,B0002CZW0Y,Roy Aaroen Sr,This was a great investment for my home studio. Ive been able to eliminate the majority of pops coming from my Condenser Microphone. I should of bought this a long time ago!!,Nady Pop Filter,1308268800,06 17 2011,Best
A2D0F8W7FDBBS6,B0002CZW0Y,Ryan S.,I use it with an Audio Technica 2020 it work very well the filter stays in place and it really improves the quality of the recording. Not much else to say.,Great Pop filter,1267660800,03 4 2010,Best
A2CPP7BZKOF9TP,B0002CZW0Y,R Zimmer,works well but wish it was a bit heavier and the construction was a little better made. but other than that works as intended.,what can i say it is a pop filter,1366502400,04 21 2013,Good
A2XD36ONYLNU5J,B0002CZW0Y,Sean,I love this pop filter!  It is every to attactch and doesnt scratch the mic stand as some pop filter clamps do.  The adjustable arm is very flexible yet sturdy to assure you of proper pop filter placement.,Awesome!,1326067200,01 9 2012,Best
ACUGOV6HBWDXB,B0002CZW0Y,Servartus,For the price this is one of the best pop filters. It easily clamps onto my stand and doesnt move around after I place it. However there is one problem Ive had with it. It can easily lose grip of the arm holding the filter. What I mean is that if I pick up the mic the arm will swivel away. Granted this was caused by me dropping it once but before it was fine. So for a good price you get a filter that works.,Good for the price,1355184000,12 11 2012,Good
A1W3CEEQBJ4GTN,B0002CZW0Y,S. Marchuk,Tested this on my Blue Yeti USB Microphone and could tell the difference with the POP filter on right away. Good investment.,Definitely an improvement,1377475200,08 26 2013,Best
AMP0Z3DR4RCH7,B0002CZW0Y,T,There too many required words to type for a product that doesnt need that much explanation.  It mounts to any mic stand and is formable to any position you need.  sturdy.,Perfectly Adjustable,1375401600,08 2 2013,Best
A2WYF4POBUXL2O,B0002CZW0Y,TriggerHappy,A needed accessory for any vocal recording period. My only gripe about this model is why the straight bracket part needs to stick out so dang far since you can bend the arm out in any position anyway.,Its necessary so get one already!,1254009600,09 27 2009,Good
A310MXGFV4RIK0,B0002CZW0Y,Wayne Stewart Aha! Maven,Well thought out unit that does what it says it will drop all that POP! I really like the way the clamp connector is rubberized to protect the finish of your mic stand. And being that it is rubberized it allows you to adjust the filter to the mic without having to loosen everything up because rubber has an inherent &#34;give.&#34; And this is where the flexible arm allows you to fine tune the filters proximity to the singer allowing you to do what you do best -- Sing! And then; and now for the really important part: everything stays where you last left it. Hell even my cats cant do that and theyre porcelain.,Great POP Filter!,1355702400,12 17 2012,Best
A37KK1CLMULHE4,B0002CZW0Y,Wynn Nemesis,Good solid construction. It hooks onto the mic stand and works as advertised i.e removes the pops from vocal recordings.,Solid construction,1348099200,09 20 2012,Good
A3EU3ET85O8ZFX,B0002CZW0Y,Youngblood Steven G.,Very sturdy and awesome pop filter. Adjustable to any length you want and just a great pop filter! I would recommend this to anyone!,Awesome,1324339200,12 20 2011,Best
A2Z84UZPX7064Q,B0002CZW0Y,Zane V. Simon,This filter arrived very quickly! I use it with a Scarlett mic and it does exactly what a pop filter should. Good purchase.,Pretty Good Filter for the price,1374969600,07 28 2013,Best
AJK15Q9JOEHRH,B0002CZZW4,aceofbase,These are high quality cables both construction wise and in audio quality.  I use these shorter cables if I have to run bits of my rack to external amps/units ie: unplugging and plugging in a lot and I find these cables stand up to more abuse than the average cable.  Im satisfied.,High quality cable,1398038400,04 21 2014,Best
A1K582XYLTKUCD,B0002CZZW4,Coder10 Ricardo,Good Quality cable and price. Works as good as those expensive 99 dlls cables.It does not make any noise,Excellent product,1370736000,06 9 2013,Best
A3DDZ2SENG07MS,B0002CZZW4,dashreeve,Sometimes I have to run a longer cable to a snake if Im doing the big band thing. Otherwise I use this cable at every show. Love it.,Use it at every gig,1388448000,12 31 2013,Best
A2JK2ITE138P7Z,B0002CZZW4,Dr. Marc,Looks vintage but works great at a great price. As good or better than my Monster cable for a lot less money!,Vintage look cable,1379030400,09 13 2013,Best
AHUIPZZH2UKJG,B0002CZZW4,Fender Fan,This is my second Spectraflex cable and I love them. I love their flexibility options for colors and ends build quality and price. I like to use quality guitar cables for a good sound but I dont need to spend a fortune on them to be run over on stage by roadies or ripped off because the cable costs more than some guitars do.,Great quality cable,1332115200,03 19 2012,Good
ABEQJOG7TS8GT,B0002CZZW4,John,got this short cord to go from amp to waa! It works perfect for it I own a few Spectraflex cables and they are all fine,short,1307750400,06 11 2011,Best
AQT4V74P38PPU,B0002CZZW4,johnny8,Rugged ends very flexible seem like this cable should hold up very well  does not tangle which is a real plus if you tend to move around a lot  connectors seem to be heavy duty  time will tell but I would assume that this cable should last a long time .,Great Cable,1372118400,06 25 2013,Best
A1YP96MT6W9FTB,B0002CZZW4,JPfromOH,After suffering through crackles lost signals and all the rest I decided to heed the numerous positive reviews of the Spectraflex tweed cable and purchase one through Amazon.com.  Because the new acoustic-electric classical I received as a gift has an end-pin outlet I bought the Spectraflex with the right angle connector.  Although I have been using the cable for only a few weeks I am very impressed.  The connections on all the guitars and basses on which Ive used it are sure with no loss of signal no crackles.  Perhaps most impressive is the fact that I can turn the right angle connector around and never have any change of signal.  Finally I can be confident that when I play something will consistently come out of the amplifier.  By the way the old-school tweed look is a plus too.,Outstanding Cable!,1288224000,10 28 2010,Best
A3412OM2NWNT5E,B0002CZZW4,Nilram,Well what can I say? Based on the customer reviews this purchase seemed like a no-brainer. However after only 4 months of light use (used on my rig at home) it is toast. The cable barely holds a signal now (constantly need to jiggle the thing to work). And before you ask &#34;is it perhaps your output jack?&#34; all of my other cables work with my gee-tar. So it is definitely the cable :(Anyway I gave it 2 stars because while it WAS working it sounded great through my Roland JC120.,To bad...,1387497600,12 20 2013,Bad
A2NOZB6VZCTOI4,B0002CZZW4,Robert I. Hedges,Spectraflex makes great cables. I bought this right angle 10 red cable for my older Ibanez guitar. This cable is built to be extremely durable is made in the USA and comes with a lifetime warrantee. The 20 gauge construction and rugged nylon braiding makes for a very low noise cable and the connectors are very secure and feel quite substantial (especially compared to a cheaper Fender cable I had been using that required almost constant tightening.) Though Spectraflex cables are not the least expensive (nor the most expensive) they are a great value and I am definitely a fan. I recommend this cable without reservations.,A Great Heavy-Duty Braided Cable,1351814400,11 2 2012,Best
A1XNCV67JBJVF7,B0002CZZW4,Sam Beckett,I purchased three of these (three different colors) to make a mini-snake for my keyboard to their Dis.  I typically used Mogami 2524/Neutrik but need cakes while in the road (I usually roll my own to exact length).  These have worked well quiet no handling noise seem well built (I treat cables well so I dont really test them with under tough circumstances) and hopefully will remain in their spot for the foreseeable future.  They are used 6 nights a week and after 50 uses no problems.  I recommend them (plus for live the fabric cables in different colors are great for easily identifying which is which for a road crew member who might not know audio well.).  Nice pieces...,pleased with the cables.,1368662400,05 16 2013,Best
A3QR1W7AD80ZQ0,B0002CZZW4,Scott F. Lowry,I keep this cable on my pedal board -Pedaltrain MINI With Soft Case. Ive posted a photo on the pedaltrain Mini page. The right angle connector is great to exit the last pedal on the board and the straight connector goes into the amp. I use a Mogami silent cable -Mogami Platinum Guitar 12 Straight to Straight with Quiet Plug 12 feet- for the input to my guitar but I cant justify paying a LOT more money for the side that goes to my amp (its not getting bumped around plugged and unplugged etc.). This cable works perfect for its purpose. Oh yeah... and it matches my tweed amp!!,Great cable - matches my Blues Jr.,1345161600,08 17 2012,Best
AKLDKUON6YY0X,B0002CZZW4,SRR SRR,This is a pretty strong cable. I wanted something I can plug into my top loaded amp and the jack would stand out in case Im sitting on the amp. the angle does the job. seams strong  seams like it will last.,Good cable,1381363200,10 10 2013,Good
A2INSN8Z69R0FK,B0002CZZW4,Stabon,I bought two to run from my amp to a lone pedal effect that I use with my bass.  The 90 degree ends go to the pedal and it makes for a non-intrusive smart looking setup.  Im pleased.  Ive owned them for a few months now.  No issues at all and they look good.,Bought a pair,1379203200,09 15 2013,Good
AMP0Z3DR4RCH7,B0002CZZW4,T,Im a professional musician and love these cables they look great and perform great and feel a lot tougher than the rubber covered cables Ive been using,Great Retro Look,1375401600,08 2 2013,Best
A2SH4497XM1HET,B0002CZZW4,Timothy L. Obriant,This has become my number one cable for my Carvin bass. I gig with it a couple times per week and it has been rock solid. I only use something different if I need a longer reach. And I love the tweed cover. Very satisfied with this one.,Great cable.,1385337600,11 25 2013,Best
A3DJZHSAW4ANH0,B0002D0096,Chandler,Ive had this little amplifier for a few weeks and I couldnt ask for a better practice amp. Its amazing how loud it gets in an otherwise quiet room but itll get drowned out pretty quickly when you add competing sounds. Its rugged and portable and its fun to play around with some of the effects. The fact that it runs on batteries is a huge plus.,Exactly as advertised,1355702400,12 17 2012,Best
A1L7M2JXN4EZCR,B0002D0096,David G,Might work well for recording too when you take the output jack.  Speaker is acceptable quality but cant be compared with a Fender amp as this one has 5 watts and a small speaker and the other has 10-20 watts.  Im opting for the convenience of the size.  I got this after getting a couple smaller amps and headphone monitor plugs since it has both and was better sound with good effects.  I like the brit setting.  I sound like a rock star with it.  Good product for practice or recording.  You could get away with microphone to amplify it for a gig.  But for around the same price you could get a Fender amp.  This product works for me and the quality is pretty good.  Other mini amps and similar accessories are toys compared to this.,Nice portable amplifier for practice,1382400000,10 22 2013,Best
A2IDOKLAT1MP8X,B0002D0096,Jared Burdick JBurd,There are several types of practice amps. High end modlers (Line 6 G Dec Vox VT) that can still run $400+ and are typically overloaded with features. The low end tubes (Fender Blues Junior Bug V22 Peavey Valveking etc). These typically are more stripped down (in features not neccessarily quality). And then there are the micros. I always thought they were just a notch above toys the sort of amps found in a prepackaged guitar set up from Wally World at Christmas.Boy was I wrong...I needed a portable amp for my son to take to and from practice after school. It was important to me that he could schlepp his own gear. Hes not a big kid so even 15lb. amps are pushing it(plus a gig bag and school back pack). That was initially what brought me to the Micro. Not sound or features just the smallest possible amp for my little virtuoso. Turns out this is an AMAZING amp. The tone destroys the Line 6 and the features crush the Vox Pathfinder (6watt?) or Bug V12. And the Fender frontman - not even in the ballpark.Each of the models are distinct. The cleans are sparkly (more trebly) and the high gain models are very articulate. Obviously this isnt a loud amp but thats not all bad. You can get everything this amp has to offer at reasonable volumes. It also can be battery powered (the life is suprisingly long) includes a regular wall plug headphone jack built in tuning fork (which is kind of lame) and a series of onboard effects that can be run simultaneously. For example I was able to crank up the delay and tremelo and pull off some Dick Dale surpher licks with suprising accuracy.Dont let the size fool you. I honestly thought it was nothing more than a toy and I couldnt have been more wrong.  There are several big websites and its tough to find any negatives about this amp. Quality sounding and durable for a great price.Oh - and the red - if you can find it - looks pretty sweet too.,For the price - an easy 5 stars,1308096000,06 15 2011,Best
A1HQN6CNAO683Y,B0002D0096,Mr. Kipp M. Webb The Kipster,Great little amp. I had to take my Ampeg Jet in for a maintenance and I just love this little practice amp. I enjoy using it with both my Fender Strat and my Rickenbacker.,Little Giant,1386460800,12 8 2013,Best
A2B1KICX3RPRX3,B0002D0096,ng11 ng11,It is a fun little practice amp and I agree with the praise it gets. The positives have been covered so Ill point out a few (minor) things I dont like.First of all the power button is on the back which is annoying. The rest of the controls are on top why do I have to grope around the back to find the most important button. Plus I keep it in a cabinet so I have to pull it out to turn it on and off.Next! I wish theyd just name the settings &#34;clean&#34; &#34;overdrive&#34; &#34;distortion&#34; and so on. JC Clean Black Panel Brit combo and R-Fier mean nothing to me.Then theres another minor annoyance that the input is recessed. A 90 degree angle plug wont fit unless you run it around the back.Lastly the amp is solid and rugged but that means its heavy. Not heavy like I cant pick it up just heavy for something called a micro amp.None of these are deal breakers just things I find annoying. Overall I have to say I prefer my VOX mini 3.,Nice little amp with a few annoyances,1404345600,07 3 2014,Good
A19Q4B515ENF9C,B0002D0096,Richard L. Chism,I bought this amp to replace a Squier SP-10 that came with my guitar.  The Squier had no effects just a clean channel and an overdrive button.  I couldnt afford a bunch of pedals but I wanted some effects so I could get cool sounds from my electric guitar.  I saw the reviews for this little amp on Amazon and decided to give it a try.  It is Awesome!  For such a small amp the output is plenty loud for practicing at home and it runs on batteries too so I can take it anywhere.  The effects are better than Id hoped for.  This is certainly not for the pro who performs onstage or with a drummer but for an intermediate level guitarist (like me) who just plays for his own pleasure or to please his family this is the amp to get.  It has several modeling functions and you can choose between chorus flanger phaser or tremelo while still adding either reverb or delay.  Im one of the growing number of retirees who decided to pick up the guitar and learn more about it now that I have the time.  I dont need the deafening stacks that the kids like.  I love this amp.,Awesome Effects and a Great Sound,1381449600,10 11 2013,Best
A20EZ7E8WUH2GZ,B0002D0096,Shastastan Stan,This pupppy is pretty powerful just running off the batteries.  Weve used it on a couple of gigs an it worked well with the volume only half way up.  We are not guitar players and are not using guitars with it.  We are using an mp3 player for backup.  The sound is not quite as clear as we get with our Roland Cm-30 (so only 4 stars from me).  The micro cube is a lot easier to transport and set up and its nice not to have to load up cart to roll around.  Guitar folk will like this unit with the fx features.,Plenty of power....,1328313600,02 4 2012,Good
AEUG4DYQZJ64Z,B0002D0096,W. Soh,The MicroCube came with new AC Adaptor that supports 110V and 240V. Now I can take it along and use it in Europe/ Asia and USA.I saved $30 from buying another AC adapter that supports 240V.Happy Customer!,New AC adaptor support 110V and 240V !!,1298764800,02 27 2011,Best
A120FZ2ESIMA63,B0002D01IG,Dan,A good solid piece of equipment! It sounds as good as it looks and it is absolutely beautiful! The description listed slight wear marks on the back but I had to really look hard to find it (one). It came as well packed as a brand-new guitar and looks like one!,Quality and beauty!,1388793600,01 4 2014,Best
A1L7M2JXN4EZCR,B0002D01IG,David G,Tone control didnt work so it was returned.  But it was pretty nice even though I felt the fret-board quality is higher on my 900 Gibson Les Paul but what can you expect.  If I had to order it again I would pay 140 more and get the SG 400 which has the quality pickups.  The sound is lets say... average.  Good beginner guitar or a guitar that can be upgraded with new pickups.  The bolt-in neck didnt bother me but the SG 400 doesnt have that which is another reason I would step up next time.  Shape is ok.  Purely subjective.  I like the solid Les Paul shape now a little better since its more conservative.  But the size is good and almost more comfortable than the Les Paul style.  Cant believe they can make a good guitar like this for only 160 bucks.  Also even though I was tempted with the faded finish the glossy finish is really nice.  This guitar will make a player proud.,Nice finished guitar,1382400000,10 22 2013,Good
A214MI77WXVK9Q,B0002D01IG,Kim K.,For the money you cant find a better deal.  I am currently overseas and didnt want to bring my good guitar along.  This is a great playing guitar for the money comes packaged extremely well and high quality all around for the price.,Best deal going for the price,1369353600,05 24 2013,Best
A2XB18IXOKUV82,B0002D01IG,Norb,I bought this at Guitar Center and now wish that I hadnt.  The reason I said this is that I would have rather saved the taxes but oh well. Now on to the guitar itself.....This was the second of my three Epiphone guitars and for someone who isnt a professional musician I still want to sound like one.  The sound from this SG is true to its big brother from Gibson. Awesome crunch and great sustainability.  I can take or leave the kill pot.  The electronics mainly the switch could use some replacing.  Im not complaining I just noticed some extra noise when switching pickups..  For $169 you cant expect to have the top of the line.To sum it up I love this guitar.  I keep in E flat tuning and it stays.  To me a guitar with this sound and crunch deserves to drop its tuning a little.,Amazing sound for under $200,1394668800,03 13 2014,Best
AYQCAPXJ81XTN,B0002D01IG,paul day,i love this thing!!!  action is perfect  great sound  good feel easy to play i highly recomend this,i love this guitar!!!!!!!!!!!,1285459200,09 26 2010,Best
AA5TINW2RJ195,B0002D01K4,,At first it look small for my guitar but it fits perfectly with my Epiphone LP-100 Les Paul Electric Guitar,Love it!,1405382400,07 15 2014,Best
A158NXQZK3SZ9N,B0002D01K4,Altech Alan,Now-a-days I just search amazon because they have always got what I want at reasonable prices. This is no exception. I am not a musican but wanted a case to carry my Epiphone Les Paul Custom Pro to the guitar guy for setup etc. This was was better then I expected. It is sturdy outside and nice fusion inside with a tight but not too tight fit. In other words great all around. I know it sits on a self with many other guitars when I take it in to the guitar guys so I am perfectly confident that it is well protected. and it is lockable (with key)If you are looking for a more then good case for your Epi LP just get this one. You will not be disappointed.Also. I ordered it on a tuesday and it came the next day. No special shipping. Maybe it is my locations but that was great too. Well packed.,This case is it.,1400025600,05 14 2014,Best
A3K96R872MUM3D,B0002D01K4,chris araza,love the case nice and simple it really look exactly the same as the picture. highly recommend to everyone looking for a case.,awesome!,1401753600,06 3 2014,Good
A2U1Z3TZ4P76JB,B0002D01K4,C. Zemer,Bought this along with the guitar as a present for my daughter. The guitar fits in this case perfectly and is very well protected.,Purchased this along with the Epiphone LP-100 Les Paul Guitar,1393977600,03 5 2014,Best
A3DIN9E5QQZ6VT,B0002D01K4,Dakotah Jennings,I ordered this for my Epi LP Special 2 and obviously it fits like a glove! Beautiful interior and a comfortable padded handle. Solid hinges and even comes with hinge lock on the center hinge.,Great affordable guitar case!,1397088000,04 10 2014,Best
A3J2PKECNUGEHO,B0002D01K4,D. Blackburn,Basically this case is very sharp looking - made with good quality materials. The inside of the one I received was grey fur. The case would probably take a beating over time but its not a SKB case. Nice enough that I wouldnt check it at the airport. Survived a trip in a moving van from Philly to Boston.Would definitely recommended if you need a case that your Les Paul fits very snugly and safely into.,Good quality case the fits my Epi 56 Goldtop Reissue!,1299715200,03 10 2011,Best
A2CKMJU4WD3XDE,B0002D01K4,Evan Anderson,This case it built really well it has really nice plush interior... storage area for picks-strings-tuning fork-etc in the neck it DOES have a lock on one of the latches. The case actually kind of stuck the first few days after i got; so much so that i thought it was locked with the key inside when i first got it. Turns out thats actually impossible to do with this case unless you have an extra key... so dont worry. Just dont be an idiot like me and give it a good tug when you get it.Above all it fits my Epi LP perfectly... as it should! hehe.,Fits well and very durable,1197331200,12 11 2007,Best
A1MM26M78136ZP,B0002D01K4,fearn0evil,Its a tight fitting case. I am a proud owner of aEpiphone Les Paul Custom Proand it fits as snug as can be. When I ordered the case I assumed it would be made for my guitar. It arrived double boxed and wrapped in plastic. I am sure I received a new case. Being perfectly  protected as it was it hadnt a mark on it so.As far as the construction it not a flight case by any means. It looks as though it will hold up to at least some abuse and still do its job to protect the guitar. My guitar does not move in the case due to its perfect fit. With this said over time there is a possibility of wear. I would predict the buckles may be the first to fail. And then handle doesnt look as durable as it could be  well see on that.Overall this is the case for the Epiphone Les Paul. I saw the Gibson case and I just dont see them as superior enough to justify paying more. I am satisfied with my purchase and I think most people would be. Five stars for now. I will edit in the future if necessary.,Tight Fit,1377388800,08 25 2013,Best
A3PB1FI3R9V7PY,B0002D01K4,idjut,Very nice case for the price.  Solid construction and perfect fit and protection for my Epiphone LP.  Would definately recommend.,Love it,1394409600,03 10 2014,Best
A18C03TA8N26L4,B0002D01K4,Javier Fernandez,Hello I bought a Epiphone Goth Studio guitar and I also bought this beauty. Im very satisfied with the quality of this case as it makes my guitar looks very nice and very nice protected.,WHAT YOU EXPECT FOR A CASE,1292198400,12 13 2010,Best
A3MDQTWO6NOV1U,B0002D01K4,jayjustin,this case is the best ive ever had...very plush on the inside and hard construction on outside is very strong...the handle extreamly soft to the touch...i guess all my other cases just dont measure up to this one...it even locks...if your guitar fits...but this for the quality!!!,best home for my new guitar...,1383696000,11 6 2013,Best
A3K6M4WXNTYQEM,B0002D01K4,Keane OKelley,The case is hard on the outside and soft on the inside as it should be. The pocket inside is nice for holding accessories. It does include a lock on the middle latch but somehow mine eventually stopped working as the lock isnt very good quality. The lock cylinder itself fell inside the lock and can no longer be used. Otherwise great case highly recommended.,Very nice case,1294876800,01 13 2011,Best
A3MW5BXUOCCQV0,B0002D01K4,Laytonium,I use this for my Epiphone Zakk Wylde Custom Les Paul. It fits perfectly in the case one of the best cases I own and have seen the carpet is awesome also has a pocket in the middle what holds the neck up and can fit a strap and even a pedal. Very durable case and seems like the younger brother of the more expensive Gibson case.,Awesome Case,1390435200,01 23 2014,Best
